{'text': '[Music]', 'start': 0.76, 'duration': 3.17}
{'text': 'apparently trump had a big was this an', 'start': 1805.84, 'duration': 3.6}
{'text': 'atlantic property that he', 'start': 1807.679, 'duration': 3.761}
{'text': 'rode off as a total loss so that he', 'start': 1809.44, 'duration': 3.76}
{'text': 'could take that 72.5 million', 'start': 1811.44, 'duration': 3.44}
{'text': 'put it towards his ordinary income and', 'start': 1813.2, 'duration': 3.76}
{'text': "he's used that carry forward loss for", 'start': 1814.88, 'duration': 2.48}
{'text': 'like', 'start': 1816.96, 'duration': 2.319}
{'text': 'years and years and years to not pay', 'start': 1817.36, 'duration': 3.199}
{'text': 'personal income tax', 'start': 1819.279, 'duration': 3.52}
{'text': 'on his ordinary income but the thing is', 'start': 1820.559, 'duration': 3.84}
{'text': 'is that after he called this business a', 'start': 1822.799, 'duration': 2.561}
{'text': 'total loss', 'start': 1824.399, 'duration': 2.321}
{'text': 'when the when the business or whatever', 'start': 1825.36, 'duration': 3.199}
{'text': 'reformed he got a five percent', 'start': 1826.72, 'duration': 3.12}
{'text': 'preference', 'start': 1828.559, 'duration': 3.921}
{'text': 'um for stock in the new company so was', 'start': 1829.84, 'duration': 3.92}
{'text': 'it actually a total loss', 'start': 1832.48, 'duration': 2.799}
{'text': 'apparently this is the audit battle that', 'start': 1833.76, 'duration': 3.6}
{'text': "he's been involved in with the irs for", 'start': 1835.279, 'duration': 2.64}
{'text': 'so long', 'start': 1837.36, 'duration': 2.559}
{'text': 'if he loses this battle then he', 'start': 1837.919, 'duration': 4.88}
{'text': 'essentially has 72.5 million in taxable', 'start': 1839.919, 'duration': 3.36}
{'text': 'income', 'start': 1842.799, 'duration': 3.441}
{'text': "that he hasn't paid taxes on for years", 'start': 1843.279, 'duration': 4.481}
{'text': "over a decade i don't know how long it", 'start': 1846.24, 'duration': 2.159}
{'text': 'was', 'start': 1847.76, 'duration': 4.08}
{'text': 'um meaning that um', 'start': 1848.399, 'duration': 4.721}
{'text': 'meaning that he would have like a', 'start': 1851.84, 'duration': 3.12}
{'text': "massive like first of all i'm pretty", 'start': 1853.12, 'duration': 3.2}
{'text': 'sure this would be tax evasion', 'start': 1854.96, 'duration': 3.04}
{'text': "if this is what he's fighting the um irs", 'start': 1856.32, 'duration': 3.359}
{'text': 'over and then he would also owe taxes on', 'start': 1858.0, 'duration': 2.0}
{'text': 'like', 'start': 1859.679, 'duration': 2.081}
{'text': 'all of this [\xa0__\xa0] unpaid income which', 'start': 1860.0, 'duration': 3.36}
{'text': 'is a pretty funny meme um also', 'start': 1861.76, 'duration': 3.44}
{'text': 'apparently another huge takeaway was um', 'start': 1863.36, 'duration': 3.52}
{'text': 'apparently trump is just he would owe', 'start': 1865.2, 'duration': 3.599}
{'text': 'over like 100 million yeah maybe', 'start': 1866.88, 'duration': 4.799}
{'text': 'trump is like taking out loans and um', 'start': 1868.799, 'duration': 4.801}
{'text': 'trump is like taking out loans', 'start': 1871.679, 'duration': 3.84}
{'text': 'and trying to liquidate like assets', 'start': 1873.6, 'duration': 4.16}
{'text': "because he can't afford", 'start': 1875.519, 'duration': 4.321}
{'text': "apparently you can't afford it maybe", 'start': 1877.76, 'duration': 3.919}
{'text': "it's hard to say but yeah", 'start': 1879.84, 'duration': 3.12}
{'text': "the only thing i don't understand is the", 'start': 1881.679, 'duration': 3.201}
{'text': "five percent preference thing um i don't", 'start': 1882.96, 'duration': 3.599}
{'text': "know if it's the first opportunity to", 'start': 1884.88, 'duration': 2.639}
{'text': 'buy a stock', 'start': 1886.559, 'duration': 2.24}
{'text': "i don't know what i don't actually know", 'start': 1887.519, 'duration': 5.121}
{'text': 'what that means um stock preference', 'start': 1888.799, 'duration': 5.521}
{'text': 'preference share is more commonly shared', 'start': 1892.64, 'duration': 3.6}
{'text': 'with songs with dividends that are paid', 'start': 1894.32, 'duration': 3.04}
{'text': 'out', 'start': 1896.24, 'duration': 2.799}
{'text': "oh it's preferred stock or preference", 'start': 1897.36, 'duration': 3.919}
{'text': "shares um i i don't know exactly how", 'start': 1899.039, 'duration': 3.76}
{'text': "these work but i i think it's like when", 'start': 1901.279, 'duration': 2.721}
{'text': 'the company makes profit or whatever', 'start': 1902.799, 'duration': 2.561}
{'text': 'like people with preferred shares get', 'start': 1904.0, 'duration': 2.08}
{'text': 'paid out before', 'start': 1905.36, 'duration': 2.24}
{'text': "like any common person if there's like", 'start': 1906.08, 'duration': 2.8}
{'text': 'not enough money or some weird [\xa0__\xa0] like', 'start': 1907.6, 'duration': 2.64}
{'text': 'that happens i guess preferred shares', 'start': 1908.88, 'duration': 2.56}
{'text': 'are better than normal shares but', 'start': 1910.24, 'duration': 2.96}
{'text': 'apparently trump got five percent', 'start': 1911.44, 'duration': 3.28}
{'text': "i don't know if he got the option to buy", 'start': 1913.2, 'duration': 3.04}
{'text': 'preference shares or', 'start': 1914.72, 'duration': 3.12}
{'text': 'just got five percent of the company', 'start': 1916.24, 'duration': 3.279}
{'text': 'equity and preference shares but there', 'start': 1917.84, 'duration': 2.24}
{'text': 'was some', 'start': 1919.519, 'duration': 1.921}
{'text': 'something that he gained when the new', 'start': 1920.08, 'duration': 2.88}
{'text': 'company formed that made it seem like', 'start': 1921.44, 'duration': 3.2}
{'text': 'his prior capital investment was it', 'start': 1922.96, 'duration': 3.52}
{'text': "wasn't a total loss he got something for", 'start': 1924.64, 'duration': 3.039}
{'text': 'it after it went down', 'start': 1926.48, 'duration': 3.919}
{'text': 'so it seems that like it seems that he', 'start': 1927.679, 'duration': 3.84}
{'text': "shouldn't have been able to carry that", 'start': 1930.399, 'duration': 2.721}
{'text': 'loss forward to his into his ordinary', 'start': 1931.519, 'duration': 3.04}
{'text': 'income think back to share', 'start': 1933.12, 'duration': 2.08}
{'text': 'classification', 'start': 1934.559, 'duration': 1.681}
{'text': 'bond holders get better first then', 'start': 1935.2, 'duration': 3.199}
{'text': 'prefer then your a b holders yeah sure', 'start': 1936.24, 'duration': 3.6}
{'text': 'how did it take us until now to know all', 'start': 1938.399, 'duration': 2.801}
{'text': 'of this i feel like normally we know', 'start': 1939.84, 'duration': 2.16}
{'text': 'when celebrities', 'start': 1941.2, 'duration': 1.839}
{'text': 'are getting [\xa0__\xa0] finishing because these', 'start': 1942.0, 'duration': 2.559}
{'text': 'are all this is tax information new york', 'start': 1943.039, 'duration': 3.681}
{'text': 'times got a hold of his taxes', 'start': 1944.559, 'duration': 4.881}
{'text': "here's another hot hot hot hot hot pig", 'start': 1946.72, 'duration': 4.319}
{'text': "that's actually incredibly cold", 'start': 1949.44, 'duration': 3.76}
{'text': 'and boring i had a nightmare last night', 'start': 1951.039, 'duration': 4.081}
{'text': 'it was a really bad [\xa0__\xa0] nightmare', 'start': 1953.2, 'duration': 4.56}
{'text': 'um i walked into a bar for whatever', 'start': 1955.12, 'duration': 4.08}
{'text': 'reason i think i was with a friend', 'start': 1957.76, 'duration': 3.279}
{'text': 'it was some girl and we walked into a', 'start': 1959.2, 'duration': 3.52}
{'text': "bar or restaurant i don't remember what", 'start': 1961.039, 'duration': 2.721}
{'text': 'it was people were eating', 'start': 1962.72, 'duration': 2.319}
{'text': 'and it was a whole bunch of political', 'start': 1963.76, 'duration': 3.039}
{'text': 'people that were eating food', 'start': 1965.039, 'duration': 5.681}
{'text': 'and it was like ben shapiro um tim poole', 'start': 1966.799, 'duration': 6.24}
{'text': 'steven crowder donald trump was there', 'start': 1970.72, 'duration': 3.04}
{'text': 'too', 'start': 1973.039, 'duration': 2.321}
{'text': 'but i started talking to all of these', 'start': 1973.76, 'duration': 2.639}
{'text': 'people because i was curious at the', 'start': 1975.36, 'duration': 1.439}
{'text': 'table', 'start': 1976.399, 'duration': 1.441}
{'text': 'oh and there were there were some', 'start': 1976.799, 'duration': 2.081}
{'text': "left-leaning people too i don't remember", 'start': 1977.84, 'duration': 2.719}
{'text': 'who though um i started talking to these', 'start': 1978.88, 'duration': 2.24}
{'text': 'people', 'start': 1980.559, 'duration': 2.321}
{'text': 'and i um and i was like oh like what are', 'start': 1981.12, 'duration': 2.96}
{'text': 'you guys like what are you doing blah', 'start': 1982.88, 'duration': 2.159}
{'text': "blah blah like aren't you guys don't you", 'start': 1984.08, 'duration': 2.0}
{'text': "guys like hate each other aren't there", 'start': 1985.039, 'duration': 2.321}
{'text': 'like political disagreements blah blah', 'start': 1986.08, 'duration': 2.479}
{'text': "and they're all like oh no dude like", 'start': 1987.36, 'duration': 3.28}
{'text': "we're all like uh sock dems or whatever", 'start': 1988.559, 'duration': 3.441}
{'text': 'like we just like to like you know we', 'start': 1990.64, 'duration': 3.279}
{'text': 'get paid a ton of money to do [\xa0__\xa0] and i', 'start': 1992.0, 'duration': 3.2}
{'text': 'started asking them like all these', 'start': 1993.919, 'duration': 1.921}
{'text': 'questions', 'start': 1995.2, 'duration': 1.68}
{'text': 'and i was like trump like what do you', 'start': 1995.84, 'duration': 2.079}
{'text': 'think about like the border and [\xa0__\xa0] and', 'start': 1996.88, 'duration': 2.32}
{'text': "he's like yeah man it's [\xa0__\xa0] up but", 'start': 1997.919, 'duration': 2.401}
{'text': 'like i do this [\xa0__\xa0] because republicans', 'start': 1999.2, 'duration': 2.319}
{'text': 'love it and like everybody was giving', 'start': 2000.32, 'duration': 1.839}
{'text': 'these answers', 'start': 2001.519, 'duration': 2.0}
{'text': 'and it was like the idea that every', 'start': 2002.159, 'duration': 3.52}
{'text': 'single person in politics was grifting', 'start': 2003.519, 'duration': 4.16}
{'text': 'is like still super ultra stuck in my', 'start': 2005.679, 'duration': 3.36}
{'text': "head i don't know if somebody broke into", 'start': 2007.679, 'duration': 2.88}
{'text': 'my house and incepted the idea into me', 'start': 2009.039, 'duration': 3.041}
{'text': "but it's like very uncomfortable now and", 'start': 2010.559, 'duration': 2.081}
{'text': 'now when i', 'start': 2012.08, 'duration': 2.0}
{'text': 'watch like think about any political', 'start': 2012.64, 'duration': 2.8}
{'text': 'content all i can see is every single', 'start': 2014.08, 'duration': 2.479}
{'text': 'person grifting', 'start': 2015.44, 'duration': 6.079}
{'text': 'um holy [\xa0__\xa0] um', 'start': 2016.559, 'duration': 4.96}
{'text': 'and it makes me feel like a [\xa0__\xa0]', 'start': 2021.919, 'duration': 3.921}
{'text': 'loser as well and now and i because when', 'start': 2023.519, 'duration': 4.0}
{'text': 'i woke up i immediately started to think', 'start': 2025.84, 'duration': 3.199}
{'text': 'of all my conversations and i felt like', 'start': 2027.519, 'duration': 2.16}
{'text': 'a loser', 'start': 2029.039, 'duration': 1.841}
{'text': "because one i don't know if you guys", 'start': 2029.679, 'duration': 2.641}
{'text': 'have watched me on the austin shows but', 'start': 2030.88, 'duration': 2.639}
{'text': 'one of the things i hate on the austin', 'start': 2032.32, 'duration': 2.479}
{'text': "shows is i don't like", 'start': 2033.519, 'duration': 3.201}
{'text': "characters not because i don't think", 'start': 2034.799, 'duration': 3.36}
{'text': "they're funny but because i don't want", 'start': 2036.72, 'duration': 2.64}
{'text': 'to argue against a character because i', 'start': 2038.159, 'duration': 2.321}
{'text': 'feel like an idiot like', 'start': 2039.36, 'duration': 2.72}
{'text': 'everything you say is a meme why would i', 'start': 2040.48, 'duration': 3.28}
{'text': 'put up a legitimate argument against you', 'start': 2042.08, 'duration': 2.959}
{'text': 'like i just look like a fool', 'start': 2043.76, 'duration': 2.56}
{'text': "and now i'm starting to wonder and every", 'start': 2045.039, 'duration': 2.48}
{'text': "debate i've had are these guys like", 'start': 2046.32, 'duration': 2.799}
{'text': 'actually like alt-riders are these guys', 'start': 2047.519, 'duration': 3.041}
{'text': 'actually like socialists these guys are', 'start': 2049.119, 'duration': 2.24}
{'text': 'actually like what', 'start': 2050.56, 'duration': 2.16}
{'text': 'i have no idea like now it feels like', 'start': 2051.359, 'duration': 2.641}
{'text': "i'm just being an e like i'm out here", 'start': 2052.72, 'duration': 2.72}
{'text': 'like earnestly defending my opinions', 'start': 2054.0, 'duration': 2.96}
{'text': 'getting like d platform losing money and', 'start': 2055.44, 'duration': 2.719}
{'text': 'everybody else is just like when they', 'start': 2056.96, 'duration': 2.24}
{'text': 'turn their [\xa0__\xa0] off at the end of the', 'start': 2058.159, 'duration': 1.361}
{'text': 'day', 'start': 2059.2, 'duration': 1.76}
{'text': 'they like load up [\xa0__\xa0] fortnite they', 'start': 2059.52, 'duration': 2.159}
{'text': "don't know what they're talking about", 'start': 2060.96, 'duration': 1.76}
{'text': "they don't give a [\xa0__\xa0] about any", 'start': 2061.679, 'duration': 2.24}
{'text': "issues they don't actually care like", 'start': 2062.72, 'duration': 2.159}
{'text': 'they just want to make a ton of money', 'start': 2063.919, 'duration': 2.96}
{'text': 'and like oh god', 'start': 2064.879, 'duration': 4.0}
{'text': "people that complain about oh this isn't", 'start': 2066.879, 'duration': 4.161}
{'text': 'hot take complaining about taxes is', 'start': 2068.879, 'duration': 3.601}
{'text': 'stupid', 'start': 2071.04, 'duration': 3.92}
{'text': "most people don't understand taxes okay", 'start': 2072.48, 'duration': 4.0}
{'text': 'carry forward losses', 'start': 2074.96, 'duration': 4.56}
{'text': "are fine if you don't like", 'start': 2076.48, 'duration': 6.08}
{'text': 'taxes you need to suggest a change', 'start': 2079.52, 'duration': 4.8}
{'text': 'crying about somebody paying little in', 'start': 2082.56, 'duration': 3.839}
{'text': 'taxes crying about not knowing how carry', 'start': 2084.32, 'duration': 3.2}
{'text': 'forward losses work', 'start': 2086.399, 'duration': 4.401}
{'text': 'nobody cares okay [\xa0__\xa0]', 'start': 2087.52, 'duration': 6.48}
{'text': 'off tax avoidance is an a plus', 'start': 2090.8, 'duration': 5.359}
