{'text': 'at least', 'start': 6.14, 'duration': 3.34}
{'text': "it more than white people I'm curious", 'start': 4803.179, 'duration': 3.601}
{'text': 'why did black people do it more', 'start': 4804.14, 'duration': 7.16}
{'text': 'I guess at that time 1965 or the 1960s', 'start': 4806.78, 'duration': 6.78}
{'text': "they didn't want the responsibility what", 'start': 4811.3, 'duration': 4.419}
{'text': "do you mean again why I'm asking if", 'start': 4813.56, 'duration': 3.84}
{'text': "you're saying black people did this well", 'start': 4815.719, 'duration': 3.241}
{'text': "I'm curious why black people did it but", 'start': 4817.4, 'duration': 3.54}
{'text': "white people didn't why did Black why", 'start': 4818.96, 'duration': 3.48}
{'text': 'did white people want the responsibility', 'start': 4820.94, 'duration': 4.14}
{'text': "but black people didn't", 'start': 4822.44, 'duration': 5.219}
{'text': 'I I mean I then now we have to get', 'start': 4825.08, 'duration': 5.88}
{'text': 'inside into psychology which I I love', 'start': 4827.659, 'duration': 6.121}
{'text': 'um but I would I would think that again', 'start': 4830.96, 'duration': 4.259}
{'text': "it's that", 'start': 4833.78, 'duration': 3.72}
{'text': "um it's being really rooted in that", 'start': 4835.219, 'duration': 3.781}
{'text': 'victim mentality in that victim', 'start': 4837.5, 'duration': 2.88}
{'text': "pathology that doesn't really matter", 'start': 4839.0, 'duration': 3.96}
{'text': 'what I do anyways so would you think', 'start': 4840.38, 'duration': 4.74}
{'text': 'that was really prevalent in like the in', 'start': 4842.96, 'duration': 3.96}
{'text': "the early 60s I truly don't know I don't", 'start': 4845.12, 'duration': 3.119}
{'text': 'know what the attitude was in the black', 'start': 4846.92, 'duration': 3.12}
{'text': 'what was really prevalent the victim', 'start': 4848.239, 'duration': 3.541}
{'text': 'mentality in the black communities', 'start': 4850.04, 'duration': 4.5}
{'text': "yeah yeah it's it always has been as", 'start': 4851.78, 'duration': 4.32}
{'text': 'soon as they got off the plantation', 'start': 4854.54, 'duration': 3.9}
{'text': 'of course okay', 'start': 4856.1, 'duration': 5.4}
{'text': "and and and I'm not saying that if", 'start': 4858.44, 'duration': 3.96}
{'text': "you're literally right off the", 'start': 4861.5, 'duration': 2.1}
{'text': "plantation don't you have the right to", 'start': 4862.4, 'duration': 3.08}
{'text': 'act a little bit like a victim', 'start': 4863.6, 'duration': 4.579}
{'text': 'I was just about to say that', 'start': 4865.48, 'duration': 5.679}
{'text': "there's obviously there's some like it's", 'start': 4868.179, 'duration': 5.921}
{'text': 'it is Justified to an extent but when it', 'start': 4871.159, 'duration': 4.801}
{'text': 'sort of permeates into your personality', 'start': 4874.1, 'duration': 4.5}
{'text': "or into your mentality that's when it", 'start': 4875.96, 'duration': 4.32}
{'text': 'can become destructive right you', 'start': 4878.6, 'duration': 2.76}
{'text': 'acknowledge things that have happened', 'start': 4880.28, 'duration': 3.18}
{'text': 'you acknowledge a white supremacist', 'start': 4881.36, 'duration': 5.58}
{'text': "system that's fine but if if that's all", 'start': 4883.46, 'duration': 5.16}
{'text': "you're going to do you're not going to", 'start': 4886.94, 'duration': 3.6}
{'text': 'be able to organize and mobilize to do', 'start': 4888.62, 'duration': 3.48}
{'text': "anything about it that that's the", 'start': 4890.54, 'duration': 3.48}
{'text': "problem sure I don't disagree with that", 'start': 4892.1, 'duration': 2.82}
{'text': 'yeah', 'start': 4894.02, 'duration': 4.44}
{'text': 'I think that for a very long time black', 'start': 4894.92, 'duration': 5.16}
{'text': 'men have sort of been shirking their', 'start': 4898.46, 'duration': 4.98}
{'text': 'responsibilities as uh fathers husbands', 'start': 4900.08, 'duration': 6.42}
{'text': 'Community leaders and Builders and they', 'start': 4903.44, 'duration': 5.46}
{'text': 'become complacent and and I will say', 'start': 4906.5, 'duration': 3.96}
{'text': 'that black women do have a role to play', 'start': 4908.9, 'duration': 3.6}
{'text': 'in that because black women accepted it', 'start': 4910.46, 'duration': 3.36}
{'text': 'historically black women have always', 'start': 4912.5, 'duration': 2.94}
{'text': "taken care of them they've always", 'start': 4913.82, 'duration': 3.78}
{'text': "they've always accepted the little that", 'start': 4915.44, 'duration': 4.799}
{'text': 'they were given and black women have', 'start': 4917.6, 'duration': 5.0}
{'text': 'historically been extremely race loyal', 'start': 4920.239, 'duration': 6.241}
{'text': "so I mean it's in in that way I can", 'start': 4922.6, 'duration': 5.98}
{'text': 'understand how black women also did', 'start': 4926.48, 'duration': 5.28}
{'text': 'perpetuate or negatively affect', 'start': 4928.58, 'duration': 5.7}
{'text': "um uh I guess black man's pathology in", 'start': 4931.76, 'duration': 4.62}
{'text': "that way because if you if you don't", 'start': 4934.28, 'duration': 3.84}
{'text': 'have to be responsible for anything or', 'start': 4936.38, 'duration': 3.359}
{'text': "anyone if you know you're going to be", 'start': 4938.12, 'duration': 3.78}
{'text': "taken care of what do you you don't have", 'start': 4939.739, 'duration': 4.561}
{'text': 'to change the world has to sort of Bend', 'start': 4941.9, 'duration': 3.54}
{'text': 'to your will and not the other way', 'start': 4944.3, 'duration': 4.08}
{'text': "around that's kind of the mentality that", 'start': 4945.44, 'duration': 5.64}
{'text': 'that one would um develop and that makes', 'start': 4948.38, 'duration': 4.74}
{'text': 'sense to me I get that', 'start': 4951.08, 'duration': 4.32}
{'text': "um but now we're in a time where where", 'start': 4953.12, 'duration': 4.98}
{'text': "it's like okay you know black women are", 'start': 4955.4, 'duration': 3.96}
{'text': "kind of pushing back and they're saying", 'start': 4958.1, 'duration': 4.02}
{'text': "well we're not okay like we're not we", 'start': 4959.36, 'duration': 4.44}
{'text': "don't want struggle of anymore we don't", 'start': 4962.12, 'duration': 4.74}
{'text': 'want your dusty reprobate mentality we', 'start': 4963.8, 'duration': 6.26}
{'text': 'want you know socioeconomic stability', 'start': 4966.86, 'duration': 7.799}
{'text': "and Mobility so I think now there's kind", 'start': 4970.06, 'duration': 6.7}
{'text': 'of a Line in the Sand where', 'start': 4974.659, 'duration': 3.901}
{'text': 'um some black women are saying no we', 'start': 4976.76, 'duration': 3.899}
{'text': "don't want your struggle of we don't", 'start': 4978.56, 'duration': 5.22}
{'text': "want your uh your absenteeism we don't", 'start': 4980.659, 'duration': 6.0}
{'text': 'want your uh you know your low marriage', 'start': 4983.78, 'duration': 4.98}
{'text': "rates like we don't want it anymore and", 'start': 4986.659, 'duration': 4.02}
{'text': 'and but black men are not really rising', 'start': 4988.76, 'duration': 3.24}
{'text': "up to the mantle of manhood they're not", 'start': 4990.679, 'duration': 3.48}
{'text': "rising up to the occasion and and that's", 'start': 4992.0, 'duration': 4.679}
{'text': "why you're seeing so much", 'start': 4994.159, 'duration': 4.801}
{'text': 'um just just a lot of adversity I would', 'start': 4996.679, 'duration': 3.54}
{'text': 'say', 'start': 4998.96, 'duration': 4.38}
{'text': 'okay well I feel like you disagree and', 'start': 5000.219, 'duration': 6.061}
{'text': "you're not saying it it's when I need", 'start': 5003.34, 'duration': 4.8}
{'text': 'you to disagree and say it okay well', 'start': 5006.28, 'duration': 3.0}
{'text': 'first of all you sound like you really', 'start': 5008.14, 'duration': 2.64}
{'text': "[\xa0__\xa0] hate black men okay and I've", 'start': 5009.28, 'duration': 2.7}
{'text': 'been about black women that are like', 'start': 5010.78, 'duration': 3.12}
{'text': 'this okay I have met a few black women', 'start': 5011.98, 'duration': 3.239}
{'text': "that are like this okay it's fine", 'start': 5013.9, 'duration': 3.24}
{'text': "Stephen don't say that I don't know I I", 'start': 5015.219, 'duration': 3.061}
{'text': "understand okay feels like you've ever", 'start': 5017.14, 'duration': 2.34}
{'text': "resentment but I understand what you're", 'start': 5018.28, 'duration': 4.08}
{'text': 'saying um I guess the thing is is that I', 'start': 5019.48, 'duration': 5.4}
{'text': "don't necessarily disagree I just think", 'start': 5022.36, 'duration': 4.859}
{'text': "it's really important to understand both", 'start': 5024.88, 'duration': 5.339}
{'text': "aspects of what's going on that like I", 'start': 5027.219, 'duration': 4.741}
{'text': "don't think that black men are", 'start': 5030.219, 'duration': 4.381}
{'text': 'psychologically or biologically wired', 'start': 5031.96, 'duration': 4.56}
{'text': 'differently than you know the men of any', 'start': 5034.6, 'duration': 4.139}
{'text': 'other race I just think that depending', 'start': 5036.52, 'duration': 3.84}
{'text': 'on the environments you place people in', 'start': 5038.739, 'duration': 3.541}
{'text': 'you get like pretty predictable outcomes', 'start': 5040.36, 'duration': 4.319}
{'text': 'in terms of the type of person you', 'start': 5042.28, 'duration': 4.26}
{'text': 'produce and that it can be really rough', 'start': 5044.679, 'duration': 4.621}
{'text': 'to go back uh or to to go later like 60', 'start': 5046.54, 'duration': 4.32}
{'text': 'or so years and like okay well now you', 'start': 5049.3, 'duration': 2.76}
{'text': 'need to figure everything out and you', 'start': 5050.86, 'duration': 2.58}
{'text': 'need to uh you know you need to sort', 'start': 5052.06, 'duration': 2.88}
{'text': 'your [\xa0__\xa0] out and do better for your', 'start': 5053.44, 'duration': 3.54}
{'text': "community when okay generally we don't", 'start': 5054.94, 'duration': 3.96}
{'text': 'expect communities of people to ever do', 'start': 5056.98, 'duration': 6.48}
{'text': 'that right but even yeah even yeah but', 'start': 5058.9, 'duration': 6.42}
{'text': 'wait wait hold on real quick I agree', 'start': 5063.46, 'duration': 3.36}
{'text': "with what you're saying though sometimes", 'start': 5065.32, 'duration': 3.24}
{'text': 'that like that needs to happen like if', 'start': 5066.82, 'duration': 3.48}
{'text': "you're sitting there waiting forever for", 'start': 5068.56, 'duration': 3.72}
{'text': "like white people to save you uh they're", 'start': 5070.3, 'duration': 3.54}
{'text': "not you know it's not it's probably not", 'start': 5072.28, 'duration': 2.64}
{'text': "going to happen you know people aren't", 'start': 5073.84, 'duration': 2.1}
{'text': 'going to be as invested in your', 'start': 5074.92, 'duration': 3.5}
{'text': 'communities as you ever will be why', 'start': 5075.94, 'duration': 5.82}
{'text': "they shouldn't be well they kind of", 'start': 5078.42, 'duration': 6.239}
{'text': 'should be right I mean like', 'start': 5081.76, 'duration': 2.899}
{'text': 'okay listen Stephen', 'start': 5084.76, 'duration': 5.34}
{'text': 'um Anna', 'start': 5088.42, 'duration': 4.68}
{'text': 'I agree but the one thing that I think', 'start': 5090.1, 'duration': 4.559}
{'text': "is or the one thing that we're missing", 'start': 5093.1, 'duration': 2.4}
{'text': 'is', 'start': 5094.659, 'duration': 3.181}
{'text': 'yes I understand I under uh', 'start': 5095.5, 'duration': 4.38}
{'text': 'intersectionality and you know being a', 'start': 5097.84, 'duration': 3.42}
{'text': 'product of your environment blah blah', 'start': 5099.88, 'duration': 3.66}
{'text': 'blah blah blah but you have to unders', 'start': 5101.26, 'duration': 4.439}
{'text': 'keep in mind that black women are also', 'start': 5103.54, 'duration': 4.44}
{'text': 'being reared in these same neighborhoods', 'start': 5105.699, 'duration': 4.401}
{'text': 'in these same', 'start': 5107.98, 'duration': 4.739}
{'text': 'households but if black women have been', 'start': 5110.1, 'duration': 5.02}
{'text': 'able to transcend their plight to some', 'start': 5112.719, 'duration': 4.141}
{'text': 'degree and move the needle in their', 'start': 5115.12, 'duration': 4.2}
{'text': 'subjugation to some degree that does', 'start': 5116.86, 'duration': 4.62}
{'text': 'speak to that that does that means', 'start': 5119.32, 'duration': 4.08}
{'text': 'something sure but but black women might', 'start': 5121.48, 'duration': 4.259}
{'text': 'have had like maybe the reason why black', 'start': 5123.4, 'duration': 4.44}
{'text': 'women are historically really successful', 'start': 5125.739, 'duration': 3.42}
{'text': 'is', 'start': 5127.84, 'duration': 2.64}
{'text': 'um or maybe the reason why black women', 'start': 5129.159, 'duration': 2.701}
{'text': 'are successful today is historically', 'start': 5130.48, 'duration': 3.0}
{'text': 'like tied to you know how black women', 'start': 5131.86, 'duration': 4.14}
{'text': 'were brought up you know I say brought', 'start': 5133.48, 'duration': 4.259}
{'text': 'up in the United States right so like', 'start': 5136.0, 'duration': 3.84}
{'text': "here is I don't know if this is true", 'start': 5137.739, 'duration': 3.901}
{'text': "I've heard this one time and it might be", 'start': 5139.84, 'duration': 3.78}
{'text': 'totally false right but it might be the', 'start': 5141.64, 'duration': 4.019}
{'text': 'case that in early United States history', 'start': 5143.62, 'duration': 4.38}
{'text': "women in general didn't work because", 'start': 5145.659, 'duration': 3.421}
{'text': 'they were women right I think it was', 'start': 5148.0, 'duration': 2.46}
{'text': 'what like World War II is when you saw', 'start': 5149.08, 'duration': 3.18}
{'text': 'this Mass mobilization of women workers', 'start': 5150.46, 'duration': 4.14}
{'text': 'but black women that were slaves were', 'start': 5152.26, 'duration': 3.959}
